ts,revenue,weeknum,month,season,holiday
2013-02-23,1,6,2,1,1
2013-02-24,1,7,2,1,1
2013-02-25,50729.3,1,2,1,0
2013-02-26,47430.2,2,2,1,0
2013-02-27,51255.5,3,2,1,0
2013-02-28,57668,4,2,1,0
2013-03-01,46795.68,5,3,1,0
2013-03-02,1,6,3,1,1
2013-03-03,1,7,3,1,1
2013-03-04,45259.9,1,3,1,0
2013-03-05,44972.18,2,3,1,0
2013-03-06,47574.05,3,3,1,0
2013-03-07,46533.6,4,3,1,0
2013-03-08,40809.3,5,3,1,0
2013-03-09,1,6,3,1,1
2013-03-10,1,7,3,1,1
2013-03-11,47905.2,1,3,1,0
2013-03-12,50809.7,2,3,1,0
2013-03-13,48735.8,3,3,1,0
2013-03-14,48709.11,4,3,1,0
2013-03-15,42573.95,5,3,1,0
2013-03-16,1,6,3,1,1
2013-03-17,1,7,3,1,1
2013-03-18,47649.3,1,3,1,0
2013-03-19,52235.68,2,3,1,0
2013-03-20,48938.1,3,3,1,0
2013-03-21,46631.7,4,3,1,0
2013-03-22,44313.5,5,3,1,0
2013-03-23,1,6,3,1,1
2013-03-24,1,7,3,1,1
2013-03-25,50130.4,1,3,1,0
2013-03-26,50070.2,2,3,1,0
2013-03-27,51547.4,3,3,1,0
2013-03-28,51189.3,4,3,1,0
2013-03-29,45531,5,3,1,0
2013-03-30,1,6,3,1,1
2013-03-31,1,7,3,1,1
2013-04-01,49235,1,4,2,0
2013-04-02,51135.5,2,4,2,0
2013-04-03,43995.3,3,4,2,0
2013-04-04,1,4,4,2,1
2013-04-05,1,5,4,2,1
2013-04-06,1,6,4,2,1
2013-04-07,42101.5,7,4,2,0
2013-04-08,51135.1,1,4,2,0
2013-04-09,49635.3,2,4,2,0
2013-04-10,56962.1,3,4,2,0
2013-04-11,51781.3,4,4,2,0
2013-04-12,45557.5,5,4,2,0
2013-04-13,1,6,4,2,1
2013-04-14,1,7,4,2,1
2013-04-15,48958.81,1,4,2,0
2013-04-16,50226.9,2,4,2,0
2013-04-17,48701.4,3,4,2,0
2013-04-18,49054.3,4,4,2,0
2013-04-19,49516,5,4,2,0
2013-04-20,1,6,4,2,1
2013-04-21,1,7,4,2,1
2013-04-22,52034.6,1,4,2,0
2013-04-23,50408.5,2,4,2,0
2013-04-24,49024.6,3,4,2,0
2013-04-25,47263.8,4,4,2,0
2013-04-26,44852.24,5,4,2,0
2013-04-27,42849.39,6,4,2,0
2013-04-28,38004.89,7,4,2,0
2013-04-29,1,1,4,2,1
2013-04-30,1,2,4,2,1
2013-05-01,1,3,5,2,1
2013-05-02,39975.79,4,5,2,0
2013-05-03,40648.35,5,5,2,0
2013-05-04,1,6,5,2,1
2013-05-05,1,7,5,2,1
2013-05-06,49046.49,1,5,2,0
2013-05-07,49822.9,2,5,2,0
2013-05-08,51534.4,3,5,2,0
2013-05-09,50616.7,4,5,2,0
2013-05-10,41894.2,5,5,2,0
2013-05-11,1,6,5,2,1
2013-05-12,1,7,5,2,1
2013-05-13,49950.4,1,5,2,0
2013-05-14,49891.8,2,5,2,0
2013-05-15,54437.49,3,5,2,0
2013-05-16,47067.46,4,5,2,0
2013-05-17,43712.1,5,5,2,0
2013-05-18,1,6,5,2,1
2013-05-19,1,7,5,2,1
2013-05-20,49803.6,1,5,2,0
2013-05-21,49187.99,2,5,2,0
2013-05-22,50301,3,5,2,0
2013-05-23,50183.98,4,5,2,0
2013-05-24,48151.7,5,5,2,0
2013-05-25,1,6,5,2,1
2013-05-26,1,7,5,2,1
2013-05-27,53643.9,1,5,2,0
2013-05-28,49320.49,2,5,2,0
2013-05-29,49381.4,3,5,2,0
2013-05-30,51341.7,4,5,2,0
2013-05-31,44954.09,5,5,2,0
2013-06-01,1,6,6,2,1
2013-06-02,1,7,6,2,1
2013-06-03,50631.97,1,6,2,0
2013-06-04,55227.2,2,6,2,0
2013-06-05,52015.2,3,6,2,0
2013-06-06,51526.8,4,6,2,0
2013-06-07,52366.39,5,6,2,0
2013-06-08,47281.18,6,6,2,0
2013-06-09,40118.9,7,6,2,0
2013-06-10,1,1,6,2,1
2013-06-11,1,2,6,2,1
2013-06-12,1,3,6,2,1
2013-06-13,41790.9,4,6,2,0
2013-06-14,42284.3,5,6,2,0
2013-06-15,1,6,6,2,1
2013-06-16,1,7,6,2,1
2013-06-17,48730.9,1,6,2,0
2013-06-18,49572.8,2,6,2,0
2013-06-19,49678.2,3,6,2,0
2013-06-20,49156,4,6,2,0
2013-06-21,44619.3,5,6,2,0
2013-06-22,1,6,6,2,1
2013-06-23,1,7,6,2,1
2013-06-24,51763.5,1,6,2,0
2013-06-25,53966.4,2,6,2,0
2013-06-26,48850.6,3,6,2,0
2013-06-27,46216.7,4,6,2,0
2013-06-28,43645.5,5,6,2,0
2013-06-29,1,6,6,2,1
2013-06-30,1,7,6,2,1
2013-07-01,56670.1,1,7,3,0
2013-07-02,52725,2,7,3,0
2013-07-03,56599.7,3,7,3,0
2013-07-04,55328.5,4,7,3,0
2013-07-05,35314.7,5,7,3,0
2013-07-06,1,6,7,3,1
2013-07-07,1,7,7,3,1
2013-07-08,56649.85,1,7,3,0
2013-07-09,60917.3,2,7,3,0
2013-07-10,56125.25,3,7,3,0
2013-07-11,55644.5,4,7,3,0
2013-07-12,51759.3,5,7,3,0
2013-07-13,1,6,7,3,1
2013-07-14,1,7,7,3,1
2013-07-15,60444.5,1,7,3,0
2013-07-16,56161.1,2,7,3,0
2013-07-17,54028.38,3,7,3,0
2013-07-18,56745.5,4,7,3,0
2013-07-19,50748.2,5,7,3,0
2013-07-20,1,6,7,3,1
2013-07-21,1,7,7,3,1
2013-07-22,56113.9,1,7,3,0
2013-07-23,53305.7,2,7,3,0
2013-07-24,57968.61,3,7,3,0
2013-07-25,58208.9,4,7,3,0
2013-07-26,54296.9,5,7,3,0
2013-07-27,1,6,7,3,1
2013-07-28,1,7,7,3,1
2013-07-29,52690.7,1,7,3,0
2013-07-30,53974,2,7,3,0
2013-07-31,58816.5,3,7,3,0
2013-08-01,61055.2,4,8,3,0
2013-08-02,54255.3,5,8,3,0
2013-08-03,1,6,8,3,1
2013-08-04,1,7,8,3,1
2013-08-05,58349.1,1,8,3,0
2013-08-06,58312,2,8,3,0
2013-08-07,60499.2,3,8,3,0
2013-08-08,57511.7,4,8,3,0
2013-08-09,51971,5,8,3,0
2013-08-10,1,6,8,3,1
2013-08-11,1,7,8,3,1
2013-08-12,54377.7,1,8,3,0
2013-08-13,53790.5,2,8,3,0
2013-08-14,58398.7,3,8,3,0
2013-08-15,57815.3,4,8,3,0
2013-08-16,54930.6,5,8,3,0
2013-08-17,1,6,8,3,1
2013-08-18,1,7,8,3,1
2013-08-19,57204.2,1,8,3,0
2013-08-20,61232.5,2,8,3,0
2013-08-21,57492.8,3,8,3,0
2013-08-22,56034.8,4,8,3,0
2013-08-23,71609.3,5,8,3,0
2013-08-24,1,6,8,3,1
2013-08-25,1,7,8,3,1
2013-08-26,57764.7,1,8,3,0
2013-08-27,56167.8,2,8,3,0
2013-08-28,56239.3,3,8,3,0
2013-08-29,57078.5,4,8,3,0
2013-08-30,52255.15,5,8,3,0
2013-08-31,1,6,8,3,1
2013-09-01,1,7,9,3,1
2013-09-02,57175.2,1,9,3,0
2013-09-03,54427.6,2,9,3,0
2013-09-04,58041.16,3,9,3,0
2013-09-05,52540.65,4,9,3,0
2013-09-06,44406.9,5,9,3,0
2013-09-07,1,6,9,3,1
2013-09-08,1,7,9,3,1
2013-09-09,53754.9,1,9,3,0
2013-09-10,53663.1,2,9,3,0
2013-09-11,59912.8,3,9,3,0
2013-09-12,58874.82,4,9,3,0
2013-09-13,55274.6,5,9,3,0
2013-09-14,1,6,9,3,1
2013-09-15,1,7,9,3,1
2013-09-16,53348.25,1,9,3,0
2013-09-17,57502.3,2,9,3,0
2013-09-18,49222.6,3,9,3,0
2013-09-19,1,4,9,3,1
2013-09-20,1,5,9,3,1
2013-09-21,1,6,9,3,1
2013-09-22,44908.3,7,9,3,0
2013-09-23,53997.59,1,9,3,0
2013-09-24,53559.05,2,9,3,0
2013-09-25,52837.07,3,9,3,0
2013-09-26,50305.9,4,9,3,0
2013-09-27,47087.7,5,9,3,0
2013-09-28,1,6,9,3,1
2013-09-29,41280.45,7,9,3,0
2013-09-30,33933.02,1,9,3,0
2013-10-01,1,2,10,4,1
2013-10-02,1,3,10,4,1
2013-10-03,1,4,10,4,1
2013-10-04,1,5,10,4,1
2013-10-05,1,6,10,4,1
2013-10-06,1,7,10,4,1
2013-10-07,1,1,10,4,1
2013-10-08,47181.45,2,10,4,0
2013-10-09,52340.95,3,10,4,0
2013-10-10,51232.12,4,10,4,0
2013-10-11,49427,5,10,4,0
2013-10-12,43541.85,6,10,4,0
2013-10-13,1,7,10,4,1
2013-10-14,52153.7,1,10,4,0
2013-10-15,50693.5,2,10,4,0
2013-10-16,53549.5,3,10,4,0
2013-10-17,53355.06,4,10,4,0
2013-10-18,50716.9,5,10,4,0
2013-10-19,1,6,10,4,1
2013-10-20,1,7,10,4,1
2013-10-21,51181.5,1,10,4,0
2013-10-22,52501.7,2,10,4,0
2013-10-23,54511.4,3,10,4,0
2013-10-24,54467.7,4,10,4,0
2013-10-25,46988.9,5,10,4,0
2013-10-26,1,6,10,4,1
2013-10-27,1,7,10,4,1
2013-10-28,51475.2,1,10,4,0
2013-10-29,52709.27,2,10,4,0
2013-10-30,54092.25,3,10,4,0
2013-10-31,53402.25,4,10,4,0
2013-11-01,47119.91,5,11,4,0
2013-11-02,1,6,11,4,1
2013-11-03,1,7,11,4,1
2013-11-04,34534.85,1,11,4,0
2013-11-05,34093,2,11,4,0
2013-11-06,38021.5,3,11,4,0
2013-11-07,49979.45,4,11,4,0
2013-11-08,46821.58,5,11,4,0
2013-11-09,1,6,11,4,1
2013-11-10,1,7,11,4,1
2013-11-11,48877,1,11,4,0
2013-11-12,50870.65,2,11,4,0
2013-11-13,49786.1,3,11,4,0
2013-11-14,50051.05,4,11,4,0
2013-11-15,46617.55,5,11,4,0
2013-11-16,1,6,11,4,1
2013-11-17,1,7,11,4,1
2013-11-18,50893.15,1,11,4,0
2013-11-19,50235.5,2,11,4,0
2013-11-20,53091.1,3,11,4,0
2013-11-21,49571,4,11,4,0
2013-11-22,44135.4,5,11,4,0
2013-11-23,1,6,11,4,1
2013-11-24,1,7,11,4,1
2013-11-25,49996.35,1,11,4,0
2013-11-26,51183.6,2,11,4,0
2013-11-27,54326.7,3,11,4,0
2013-11-28,49051.9,4,11,4,0
2013-11-29,44748.45,5,11,4,0
2013-11-30,1,6,11,4,1
2013-12-01,1,7,12,4,1
2013-12-02,49929,1,12,4,0
2013-12-03,51203.6,2,12,4,0
2013-12-04,53196.95,3,12,4,0
2013-12-05,51666,4,12,4,0
2013-12-06,46663.15,5,12,4,0
2013-12-07,1,6,12,4,1
2013-12-08,1,7,12,4,1
2013-12-09,51251.95,1,12,4,0
2013-12-10,50436.05,2,12,4,0
2013-12-11,49422.6,3,12,4,0
2013-12-12,46829.7,4,12,4,0
2013-12-13,46230.3,5,12,4,0
2013-12-14,1,6,12,4,1
2013-12-15,1,7,12,4,1
2013-12-16,50055.05,1,12,4,0
2013-12-17,49949,2,12,4,0
2013-12-18,50006.5,3,12,4,0
2013-12-19,49684.6,4,12,4,0
2013-12-20,44841.05,5,12,4,0
2013-12-21,1,6,12,4,1
2013-12-22,1,7,12,4,1
2013-12-23,53810.55,1,12,4,0
2013-12-24,50186.15,2,12,4,0
2013-12-25,40219.8,3,12,4,0
2013-12-26,45738.55,4,12,4,0
2013-12-27,37936.59,5,12,4,0
2013-12-28,1,6,12,4,1
2013-12-29,1,7,12,4,1
2013-12-30,38725.8,1,12,4,0
2013-12-31,34274,2,12,4,0
2014-01-01,1,3,1,1,1
2014-01-02,44684.44,4,1,1,0
2014-01-03,44050.35,5,1,1,0
2014-01-04,1,6,1,1,1
2014-01-05,1,7,1,1,1
2014-01-06,50675.05,1,1,1,0
2014-01-07,49278.9,2,1,1,0
2014-01-08,50616.8,3,1,1,0
2014-01-09,51802.7,4,1,1,0
2014-01-10,47923.97,5,1,1,0
2014-01-11,1,6,1,1,1
2014-01-12,1,7,1,1,1
2014-01-13,51114.75,1,1,1,0
2014-01-14,52177,2,1,1,0
2014-01-15,48759.9,3,1,1,0
2014-01-16,50984.95,4,1,1,0
2014-01-17,46012,5,1,1,0
2014-01-18,1,6,1,1,1
2014-01-19,1,7,1,1,1
2014-01-20,49304.85,1,1,1,0
2014-01-21,52036.95,2,1,1,0
2014-01-22,47706.85,3,1,1,0
2014-01-23,47250.4,4,1,1,0
2014-01-24,42533.95,5,1,1,0
2014-01-25,1,6,1,1,1
2014-01-26,34634.85,7,1,1,0
2014-01-27,35171.15,1,1,1,0
2014-01-28,29216.44,2,1,1,0
2014-01-29,20146.8,3,1,1,0
2014-01-30,2096.3,4,1,1,0
2014-01-31,1,5,1,1,1
2014-02-01,1,6,2,1,1
2014-02-02,1,7,2,1,1
2014-02-03,1,1,2,1,1
2014-02-04,1,2,2,1,1
2014-02-05,1,3,2,1,1
2014-02-06,1,4,2,1,1
2014-02-07,24765.85,5,2,1,0
2014-02-08,26873.15,6,2,1,0
2014-02-09,1,7,2,1,1
2014-02-10,46103.7,1,2,1,0
2014-02-11,49677.6,2,2,1,0
2014-02-12,49933.05,3,2,1,0
2014-02-13,73459,4,2,1,0
2014-02-14,67325.71,5,2,1,0
2014-02-15,1,6,2,1,1
2014-02-16,1,7,2,1,1
2014-02-17,51146.75,1,2,1,0
2014-02-18,52466.1,2,2,1,0
2014-02-19,54738.5,3,2,1,0
2014-02-20,53270.2,4,2,1,0
2014-02-21,47754.05,5,2,1,0
2014-02-22,1,6,2,1,1
2014-02-23,1,7,2,1,1
2014-02-24,52574.8,1,2,1,0
2014-02-25,54021.85,2,2,1,0
2014-02-26,53064.9,3,2,1,0
2014-02-27,50416.45,4,2,1,0
2014-02-28,46685.95,5,2,1,0
2014-03-01,1,6,3,1,1
2014-03-02,1,7,3,1,1
2014-03-03,48260.2,1,3,1,0
2014-03-04,49200.37,2,3,1,0
2014-03-05,48821.3,3,3,1,0
2014-03-06,49794.9,4,3,1,0
2014-03-07,42455.9,5,3,1,0
2014-03-08,1,6,3,1,1
2014-03-09,1,7,3,1,1
2014-03-10,48562.5,1,3,1,0
2014-03-11,51831.75,2,3,1,0
2014-03-12,50588.25,3,3,1,0
2014-03-13,49225.55,4,3,1,0
2014-03-14,47225.3,5,3,1,0
2014-03-15,1,6,3,1,1
2014-03-16,1,7,3,1,1
2014-03-17,49984.9,1,3,1,0
2014-03-18,48168.5,2,3,1,0
2014-03-19,52572,3,3,1,0
2014-03-20,48951.8,4,3,1,0
2014-03-21,43713.55,5,3,1,0
2014-03-22,1,6,3,1,1
2014-03-23,1,7,3,1,1
2014-03-24,52938.25,1,3,1,0
2014-03-25,49609.6,2,3,1,0
2014-03-26,51896.85,3,3,1,0
2014-03-27,51277.7,4,3,1,0
2014-03-28,42997.15,5,3,1,0
2014-03-29,1,6,3,1,1
2014-03-30,1,7,3,1,1
2014-03-31,50312.5,1,3,1,0
2014-04-01,52147.2,2,4,2,0
2014-04-02,50164.25,3,4,2,0
2014-04-03,47961.95,4,4,2,0
2014-04-04,41156.1,5,4,2,0
2014-04-05,1,6,4,2,1
2014-04-06,1,7,4,2,1
2014-04-07,1,1,4,2,1
2014-04-08,47586.88,2,4,2,0
2014-04-09,49882.2,3,4,2,0
2014-04-10,47986.55,4,4,2,0
2014-04-11,48204.1,5,4,2,0
2014-04-12,1,6,4,2,1
2014-04-13,1,7,4,2,1
2014-04-14,50566.4,1,4,2,0
2014-04-15,51566.85,2,4,2,0
2014-04-16,53044.25,3,4,2,0
2014-04-17,49689.8,4,4,2,0
2014-04-18,44367.5,5,4,2,0
2014-04-19,1,6,4,2,1
2014-04-20,1,7,4,2,1
2014-04-21,51022.5,1,4,2,0
2014-04-22,49231.95,2,4,2,0
2014-04-23,54172.35,3,4,2,0
2014-04-24,50266.95,4,4,2,0
2014-04-25,49041.5,5,4,2,0
2014-04-26,1,6,4,2,1
2014-04-27,1,7,4,2,1
2014-04-28,46599.55,1,4,2,0
2014-04-29,44231.1,2,4,2,0
2014-04-30,43869.55,3,4,2,0
2014-05-01,1,4,5,2,1
2014-05-02,1,5,5,2,1
2014-05-03,1,6,5,2,1
2014-05-04,39807.55,7,5,2,0
2014-05-05,46421.9,1,5,2,0
2014-05-06,47215.07,2,5,2,0
2014-05-07,48423.4,3,5,2,0
2014-05-08,48940.3,4,5,2,0
2014-05-09,46126.6,5,5,2,0
2014-05-10,1,6,5,2,1
2014-05-11,1,7,5,2,1
2014-05-12,49701.9,1,5,2,0
2014-05-13,46929.85,2,5,2,0
2014-05-14,51010.2,3,5,2,0
2014-05-15,47231.8,4,5,2,0
2014-05-16,44657.3,5,5,2,0
2014-05-17,1,6,5,2,1
2014-05-18,1,7,5,2,1
2014-05-19,49543.7,1,5,2,0
2014-05-20,48984.05,2,5,2,0
2014-05-21,49679,3,5,2,0
2014-05-22,47463.26,4,5,2,0
2014-05-23,45795.5,5,5,2,0
2014-05-24,1,6,5,2,1
2014-05-25,1,7,5,2,1
2014-05-26,48497.9,1,5,2,0
2014-05-27,49616,2,5,2,0
2014-05-28,50132.55,3,5,2,0
2014-05-29,48279.8,4,5,2,0
2014-05-30,41396.6,5,5,2,0
2014-05-31,1,6,5,2,1
2014-06-01,1,7,6,2,1
2014-06-02,860.5,1,6,2,0
2014-06-03,47115.3,2,6,2,0
2014-06-04,52986.25,3,6,2,0
2014-06-05,52144.6,4,6,2,0
2014-06-06,50901.45,5,6,2,0
2014-06-07,1,6,6,2,1
2014-06-08,1,7,6,2,1
2014-06-09,52547.9,1,6,2,0
2014-06-10,55900.8,2,6,2,0
2014-06-11,57678.65,3,6,2,0
2014-06-12,50007.1,4,6,2,0
2014-06-13,47096.05,5,6,2,0
2014-06-14,1,6,6,2,1
2014-06-15,1,7,6,2,1
2014-06-16,53171.05,1,6,2,0
2014-06-17,51365.4,2,6,2,0
2014-06-18,47290.7,3,6,2,0
2014-06-19,48856,4,6,2,0
2014-06-20,45983.2,5,6,2,0
2014-06-21,1,6,6,2,1
2014-06-22,1,7,6,2,1
2014-06-23,48958.85,1,6,2,0
2014-06-24,48292.5,2,6,2,0
2014-06-25,48296.2,3,6,2,0
2014-06-26,45104.1,4,6,2,0
2014-06-27,45486.7,5,6,2,0
2014-06-28,1,6,6,2,1
2014-06-29,1,7,6,2,1
2014-06-30,50156.3,1,6,2,0
2014-07-01,53798.8,2,7,3,0
2014-07-02,51580.65,3,7,3,0
2014-07-03,50717.2,4,7,3,0
2014-07-04,47688.41,5,7,3,0
2014-07-05,1,6,7,3,1
2014-07-06,1,7,7,3,1
2014-07-07,52484.75,1,7,3,0
2014-07-08,52313.6,2,7,3,0
2014-07-09,52679.45,3,7,3,0
2014-07-10,75022.2,4,7,3,0
2014-07-11,67911.1,5,7,3,0
2014-07-12,1,6,7,3,1
2014-07-13,1,7,7,3,1
2014-07-14,49721.75,1,7,3,0
2014-07-15,51895.75,2,7,3,0
2014-07-16,56263.5,3,7,3,0
2014-07-17,51035.1,4,7,3,0
2014-07-18,49541.35,5,7,3,0
2014-07-19,1,6,7,3,1
2014-07-20,1,7,7,3,1
2014-07-21,53211.15,1,7,3,0
2014-07-22,50926.85,2,7,3,0
2014-07-23,49679.7,3,7,3,0
2014-07-24,49987.25,4,7,3,0
2014-07-25,44409.25,5,7,3,0
2014-07-26,1,6,7,3,1
2014-07-27,1,7,7,3,1
2014-07-28,50950.65,1,7,3,0
2014-07-29,53166.25,2,7,3,0
2014-07-30,46626.3,3,7,3,0
2014-07-31,49977.95,4,7,3,0
2014-08-01,48725.65,5,8,3,0
2014-08-02,1,6,8,3,1
2014-08-03,1,7,8,3,1
2014-08-04,57126.25,1,8,3,0
2014-08-05,51658.6,2,8,3,0
2014-08-06,53456,3,8,3,0
2014-08-07,51996.9,4,8,3,0
2014-08-08,45846.75,5,8,3,0
2014-08-09,1,6,8,3,1
2014-08-10,1,7,8,3,1
2014-08-11,52625.6,1,8,3,0
2014-08-12,53441.3,2,8,3,0
2014-08-13,57526.8,3,8,3,0
2014-08-14,53882.5,4,8,3,0
2014-08-15,51466.3,5,8,3,0
2014-08-16,1,6,8,3,1
2014-08-17,1,7,8,3,1
2014-08-18,53430.4,1,8,3,0
2014-08-19,52141.6,2,8,3,0
2014-08-20,51262.25,3,8,3,0
2014-08-21,50700.5,4,8,3,0
2014-08-22,46175.5,5,8,3,0
2014-08-23,1,6,8,3,1
2014-08-24,1,7,8,3,1
2014-08-25,53456.1,1,8,3,0
2014-08-26,50566.15,2,8,3,0
2014-08-27,49192.4,3,8,3,0
2014-08-28,49766.8,4,8,3,0
2014-08-29,51564.3,5,8,3,0
2014-08-30,1,6,8,3,1
2014-08-31,1,7,8,3,1
2014-09-01,52144.3,1,9,3,0
2014-09-02,54622.6,2,9,3,0
2014-09-03,52411.75,3,9,3,0
2014-09-04,49240.4,4,9,3,0
2014-09-05,45452.8,5,9,3,0
2014-09-06,1,6,9,3,1
2014-09-07,1,7,9,3,1
2014-09-08,1,1,9,3,1
2014-09-09,47439.5,2,9,3,0
2014-09-10,46054.75,3,9,3,0
2014-09-11,50251.55,4,9,3,0
2014-09-12,49239.1,5,9,3,0
2014-09-13,1,6,9,3,1
2014-09-14,1,7,9,3,1
2014-09-15,51024.2,1,9,3,0
2014-09-16,51067,2,9,3,0
2014-09-17,60329.53,3,9,3,0
2014-09-18,57681.1,4,9,3,0
2014-09-19,52642.1,5,9,3,0
2014-09-20,1,6,9,3,1
2014-09-21,1,7,9,3,1
2014-09-22,49711.65,1,9,3,0
2014-09-23,51406.2,2,9,3,0
2014-09-24,48849.2,3,9,3,0
2014-09-25,49421.2,4,9,3,0
2014-09-26,47153.2,5,9,3,0
2014-09-27,1,6,9,3,1
2014-09-28,40840.6,7,9,3,0
2014-09-29,42099,1,9,3,0
2014-09-30,33439,2,9,3,0
2014-10-01,1,3,10,4,1
2014-10-02,1,4,10,4,1
2014-10-03,1,5,10,4,1
2014-10-04,1,6,10,4,1
2014-10-05,1,7,10,4,1
2014-10-06,1,1,10,4,1
2014-10-07,1,2,10,4,1
2014-10-08,42648.6,3,10,4,0
2014-10-09,46070.05,4,10,4,0
2014-10-10,43573,5,10,4,0
2014-10-11,39058.1,6,10,4,0
2014-10-12,1,7,10,4,1
2014-10-13,44363.55,1,10,4,0
2014-10-14,50834,2,10,4,0
2014-10-15,50855.8,3,10,4,0
2014-10-16,50480.2,4,10,4,0
2014-10-17,47743.3,5,10,4,0
2014-10-18,1,6,10,4,1
2014-10-19,1,7,10,4,1
2014-10-20,38988.5,1,10,4,0
2014-10-21,38029.05,2,10,4,0
2014-10-22,52702,3,10,4,0
2014-10-23,51493.4,4,10,4,0
2014-10-24,49346.7,5,10,4,0
2014-10-25,1,6,10,4,1
2014-10-26,1,7,10,4,1
2014-10-27,52054,1,10,4,0
2014-10-28,49717.45,2,10,4,0
2014-10-29,49722.95,3,10,4,0
2014-10-30,47894.7,4,10,4,0
2014-10-31,46463.85,5,10,4,0
2014-11-01,1,6,11,4,1
2014-11-02,1,7,11,4,1
2014-11-03,50894.63,1,11,4,0
2014-11-04,50777.4,2,11,4,0
2014-11-05,51863,3,11,4,0
2014-11-06,52091.8,4,11,4,0
2014-11-07,45029.07,5,11,4,0
2014-11-08,1,6,11,4,1
2014-11-09,1,7,11,4,1
2014-11-10,47932.85,1,11,4,0
2014-11-11,48533.3,2,11,4,0
2014-11-12,49820.8,3,11,4,0
2014-11-13,49489,4,11,4,0
2014-11-14,47351.1,5,11,4,0
2014-11-15,1,6,11,4,1
2014-11-16,1,7,11,4,1
2014-11-17,51236.7,1,11,4,0
2014-11-18,56687.25,2,11,4,0
2014-11-19,49784.2,3,11,4,0
2014-11-20,47710.8,4,11,4,0
2014-11-21,46025.8,5,11,4,0
2014-11-22,1,6,11,4,1
2014-11-23,1,7,11,4,1
2014-11-24,48369.75,1,11,4,0
2014-11-25,49643.1,2,11,4,0
2014-11-26,46668.4,3,11,4,0
2014-11-27,46021,4,11,4,0
2014-11-28,40704.4,5,11,4,0
2014-11-29,1,6,11,4,1
2014-11-30,1,7,11,4,1
2014-12-01,51583,1,12,4,0
2014-12-02,53035.05,2,12,4,0
2014-12-03,53175.95,3,12,4,0
2014-12-04,55225.3,4,12,4,0
2014-12-05,47981.7,5,12,4,0
2014-12-06,1,6,12,4,1
2014-12-07,1,7,12,4,1
2014-12-08,49489.2,1,12,4,0
2014-12-09,54347.25,2,12,4,0
2014-12-10,54426.15,3,12,4,0
2014-12-11,55270.91,4,12,4,0
2014-12-12,48985.9,5,12,4,0
2014-12-13,1,6,12,4,1
2014-12-14,1,7,12,4,1
2014-12-15,50808.2,1,12,4,0
2014-12-16,54211.6,2,12,4,0
2014-12-17,50563.8,3,12,4,0
2014-12-18,55047.3,4,12,4,0
2014-12-19,46156.1,5,12,4,0
2014-12-20,1,6,12,4,1
2014-12-21,1,7,12,4,1
2014-12-22,47195.95,1,12,4,0
2014-12-23,47071.5,2,12,4,0
2014-12-24,47215.9,3,12,4,0
2014-12-25,44275.96,4,12,4,0
2014-12-26,42283.25,5,12,4,0
2014-12-27,1,6,12,4,1
2014-12-28,1,7,12,4,1
2014-12-29,74300,1,12,4,0
2014-12-30,68619.7,2,12,4,0
2014-12-31,35617.67,3,12,4,0
2015-01-01,1,4,1,1,1
2015-01-02,1,5,1,1,1
2015-01-03,1,6,1,1,1
2015-01-04,43218.2,7,1,1,0
2015-01-05,53009.5,1,1,1,0
2015-01-06,52007.1,2,1,1,0
2015-01-07,52321.9,3,1,1,0
2015-01-08,54523.8,4,1,1,0
2015-01-09,44170.1,5,1,1,0
2015-01-10,1,6,1,1,1
2015-01-11,1,7,1,1,1
2015-01-12,54455.6,1,1,1,0
2015-01-13,52701.1,2,1,1,0
2015-01-14,54221.4,3,1,1,0
2015-01-15,53123.7,4,1,1,0
2015-01-16,53898.55,5,1,1,0
2015-01-17,1,6,1,1,1
2015-01-18,1,7,1,1,1
2015-01-19,54177.4,1,1,1,0
2015-01-20,54768.2,2,1,1,0
2015-01-21,55196.6,3,1,1,0
2015-01-22,54145.6,4,1,1,0
2015-01-23,51200.5,5,1,1,0
2015-01-24,1,6,1,1,1
2015-01-25,1,7,1,1,1
2015-01-26,51989.35,1,1,1,0
2015-01-27,52295.4,2,1,1,0
2015-01-28,52386.4,3,1,1,0
2015-01-29,51784.95,4,1,1,0
2015-01-30,46892.35,5,1,1,0
2015-01-31,1,6,1,1,1
2015-02-01,1,7,2,1,1
2015-02-02,52071.5,1,2,1,0
2015-02-03,50597.6,2,2,1,0
2015-02-04,51489.7,3,2,1,0
2015-02-05,109724.2,4,2,1,0
2015-02-06,73972.3,5,2,1,0
2015-02-07,1,6,2,1,1
2015-02-08,1,7,2,1,1
2015-02-09,50350.75,1,2,1,0
2015-02-10,51653.5,2,2,1,0
2015-02-11,45878.5,3,2,1,0
2015-02-12,45124.4,4,2,1,0
2015-02-13,40635.05,5,2,1,0
2015-02-14,1,6,2,1,1
2015-02-15,24297.9,7,2,1,0
2015-02-16,23335,1,2,1,0
2015-02-17,8466.8,2,2,1,0
2015-02-18,1,3,2,1,1
2015-02-19,1,4,2,1,1
2015-02-20,1,5,2,1,1
2015-02-21,1,6,2,1,1
2015-02-22,1,7,2,1,1
2015-02-23,1,1,2,1,1
2015-02-24,1,2,2,1,1
2015-02-25,24349.7,3,2,1,0
2015-02-26,31930.33,4,2,1,0
2015-02-27,35287.9,5,2,1,0
2015-02-28,32329.4,6,2,1,0
2015-03-01,1571,7,3,1,0
